epoch,step,train_acc,train_div_loss,train_total_loss,val_src_acc,val_src_class_loss,val_tgt_acc,val_tgt_class_loss
0,23,,,,0.3186028301715851,1.3907470703125,0.16918401420116425,1.402620553970337
0,23,0.2796918451786041,0.0042001064866781235,2.7886297702789307,,,,
1,47,,,,0.3186028301715851,1.3864355087280273,0.16918401420116425,1.394775390625
1,47,0.2893517315387726,0.0037136413156986237,2.7783148288726807,,,,
2,71,,,,0.3186028301715851,1.3821136951446533,0.16918401420116425,1.3869898319244385
2,71,0.266117125749588,0.006243046373128891,2.771521806716919,,,,
3,95,,,,0.3186028301715851,1.377242922782898,0.16918401420116425,1.378275752067566
3,95,0.29230090975761414,0.0065704756416380405,2.7584803104400635,,,,
4,119,,,,0.5607815980911255,1.371974229812622,0.7021353840827942,1.368363618850708
4,119,0.29620301723480225,0.007403056602925062,2.7465221881866455,,,,
5,143,,,,0.573819637298584,1.3659428358078003,0.7021353840827942,1.3568267822265625
5,143,0.3808816969394684,0.01144352089613676,2.7326390743255615,,,,
6,167,,,,0.573819637298584,1.3600211143493652,0.7021353840827942,1.345472812652588
6,167,0.3893103301525116,0.014666728675365448,2.724637985229492,,,,
7,191,,,,0.573819637298584,1.3537652492523193,0.7021353840827942,1.333253264427185
7,191,0.4129205644130707,0.012362831272184849,2.712214231491089,,,,
8,215,,,,0.573819637298584,1.3469911813735962,0.7021353840827942,1.319065809249878
8,215,0.4669605493545532,0.012921086512506008,2.6953279972076416,,,,
9,239,,,,0.573819637298584,1.3406635522842407,0.7021353840827942,1.3063633441925049
9,239,0.4685920476913452,0.013484922237694263,2.6872193813323975,,,,
10,263,,,,0.573819637298584,1.3349204063415527,0.7021353840827942,1.2955167293548584
10,263,0.5010892152786255,0.015008091926574707,2.680309534072876,,,,
11,287,,,,0.573819637298584,1.3289178609848022,0.7021353840827942,1.284225344657898
11,287,0.4932493269443512,0.019827494397759438,2.663926362991333,,,,
12,311,,,,0.573819637298584,1.3229999542236328,0.7021353840827942,1.2737499475479126
12,311,0.5323430895805359,0.026439229026436806,2.6441991329193115,,,,
13,335,,,,0.573819637298584,1.3165483474731445,0.7021353840827942,1.2630525827407837
13,335,0.5370383262634277,0.03488108888268471,2.6280436515808105,,,,
14,359,,,,0.573819637298584,1.3096235990524292,0.7021353840827942,1.252632975578308
14,359,0.5637922286987305,0.027477791532874107,2.6304638385772705,,,,
15,383,,,,0.573819637298584,1.30185866355896,0.7021353840827942,1.242506742477417
15,383,0.5601137280464172,0.030015742406249046,2.599466562271118,,,,
16,407,,,,0.573819637298584,1.294053077697754,0.7021353840827942,1.2329597473144531
16,407,0.5655311942100525,0.030393624678254128,2.5959887504577637,,,,
17,431,,,,0.573819637298584,1.2850908041000366,0.7021353840827942,1.2234630584716797
17,431,0.5722057223320007,0.02451452612876892,2.580850601196289,,,,
18,455,,,,0.573819637298584,1.2761235237121582,0.7021353840827942,1.2153724431991577
18,455,0.5682545304298401,0.026194460690021515,2.5792672634124756,,,,
19,479,,,,0.573819637298584,1.265798568725586,0.7021353840827942,1.2040064334869385
19,479,0.5802287459373474,0.02567954547703266,2.543513774871826,,,,
20,503,,,,0.573819637298584,1.253833293914795,0.7021353840827942,1.1917927265167236
20,503,0.5759382843971252,0.024344222620129585,2.5254619121551514,,,,
21,527,,,,0.558434009552002,1.2400283813476562,0.7021353840827942,1.1776418685913086
21,527,0.5823995471000671,0.033422574400901794,2.513643741607666,,,,
22,551,,,,0.5625039339065552,1.2243452072143555,0.6939290761947632,1.1630452871322632
22,551,0.5888238549232483,0.035861942917108536,2.4783272743225098,,,,
23,575,,,,0.5617448091506958,1.2064926624298096,0.6886301636695862,1.1475985050201416
23,575,0.5829190611839294,0.036096375435590744,2.4414515495300293,,,,
24,599,,,,0.5606659054756165,1.1887047290802002,0.6866360902786255,1.1290684938430786
24,599,0.5994129180908203,0.025584520772099495,2.4346535205841064,,,,
25,623,,,,0.5735501050949097,1.1684250831604004,0.6814913153648376,1.1065330505371094
25,623,0.6164417862892151,0.03675861656665802,2.368157148361206,,,,
26,647,,,,0.5851391553878784,1.1470987796783447,0.6900479793548584,1.0879583358764648
26,647,0.6101700067520142,0.037806738168001175,2.358396053314209,,,,
27,671,,,,0.628108024597168,1.1247358322143555,0.6981143355369568,1.0657424926757812
27,671,0.619961142539978,0.041811589151620865,2.311093330383301,,,,
28,695,,,,0.6645164489746094,1.1015325784683228,0.7160407304763794,1.047839879989624
28,695,0.6357557773590088,0.03963521495461464,2.280169725418091,,,,
29,719,,,,0.6683111190795898,1.0756829977035522,0.7175827622413635,1.0219323635101318
29,719,0.6478304266929626,0.047966938465833664,2.2497403621673584,,,,
30,743,,,,0.6807042360305786,1.0506056547164917,0.7263625860214233,0.9953657388687134
30,743,0.656482458114624,0.04489804804325104,2.1816022396087646,,,,
31,767,,,,0.6926374435424805,1.023971438407898,0.7436063289642334,0.968550980091095
31,767,0.658159613609314,0.045003458857536316,2.118274450302124,,,,
32,791,,,,0.6952251195907593,0.9977877736091614,0.7750654816627502,0.9460653066635132
32,791,0.6669875979423523,0.062015414237976074,2.1171066761016846,,,,
33,815,,,,0.7039850950241089,0.971673309803009,0.8099062442779541,0.9273282885551453
33,815,0.6539227962493896,0.05927320942282677,2.05753231048584,,,,
34,839,,,,0.7037389278411865,0.9481213688850403,0.8351707458496094,0.907183051109314
34,839,0.6772493720054626,0.07180801033973694,2.025679349899292,,,,
35,863,,,,0.7646152973175049,0.9218489527702332,0.8237811923027039,0.8718424439430237
35,863,0.6756779551506042,0.06696787476539612,1.972784399986267,,,,
36,887,,,,0.781025767326355,0.8970847129821777,0.8623616099357605,0.8576600551605225
36,887,0.6935266852378845,0.06851650774478912,1.9464993476867676,,,,
37,911,,,,0.783435583114624,0.876975417137146,0.8823570013046265,0.8349717855453491
37,911,0.6801824569702148,0.05597999691963196,1.9181022644042969,,,,
38,935,,,,0.7844763994216919,0.8563925623893738,0.87424635887146,0.8173514604568481
38,935,0.702267587184906,0.09625736624002457,1.8779035806655884,,,,
39,959,,,,0.7607529163360596,0.836995005607605,0.866004467010498,0.8004254698753357
39,959,0.6989080905914307,0.11371922492980957,1.827224612236023,,,,
40,983,,,,0.7296058535575867,0.8215075135231018,0.8612041473388672,0.7902616262435913
40,983,0.6931149959564209,0.1193544864654541,1.8247359991073608,,,,
41,1007,,,,0.7121403217315674,0.8067111968994141,0.848827600479126,0.7825134992599487
41,1007,0.6909244656562805,0.1341141313314438,1.7985278367996216,,,,
42,1031,,,,0.7121403217315674,0.7927932739257812,0.848827600479126,0.7619217038154602
42,1031,0.6798661351203918,0.11765718460083008,1.7760496139526367,,,,
43,1055,,,,0.7088658809661865,0.7777376770973206,0.8466230034828186,0.7511518001556396
43,1055,0.6938422322273254,0.10019800812005997,1.7390655279159546,,,,
44,1079,,,,0.6891813278198242,0.766663670539856,0.8349943161010742,0.7482476234436035
44,1079,0.7161081433296204,0.11567573994398117,1.7142452001571655,,,,
45,1103,,,,0.7009667754173279,0.7555863857269287,0.8468124270439148,0.72041916847229
45,1103,0.7058196067810059,0.12018301337957382,1.6784148216247559,,,,
46,1127,,,,0.6891813278198242,0.7466496825218201,0.8264440298080444,0.7190006375312805
46,1127,0.7052813172340393,0.12770207226276398,1.704147219657898,,,,
47,1151,,,,0.6904667019844055,0.7398116588592529,0.822646975517273,0.7136719226837158
47,1151,0.7134971022605896,0.14055882394313812,1.7185816764831543,,,,
48,1175,,,,0.6805965304374695,0.7329750061035156,0.8096799850463867,0.7119193077087402
48,1175,0.7138529419898987,0.11963357776403427,1.6366547346115112,,,,
49,1199,,,,0.6824051141738892,0.7265478372573853,0.8184306621551514,0.7027760744094849
49,1199,0.6968109011650085,0.17162351310253143,1.698328971862793,,,,
50,1223,,,,0.6824051141738892,0.7203294038772583,0.8179082870483398,0.7017090916633606
50,1223,0.7035964131355286,0.15447282791137695,1.6479204893112183,,,,
51,1247,,,,0.6883670091629028,0.7126004099845886,0.8264440298080444,0.6848834156990051
51,1247,0.6999435424804688,0.15459951758384705,1.6373502016067505,,,,
52,1271,,,,0.6883670091629028,0.7076941728591919,0.8302384614944458,0.682189404964447
52,1271,0.6939786076545715,0.16305707395076752,1.626312255859375,,,,
53,1295,,,,0.6883670091629028,0.7023127675056458,0.8251888751983643,0.6805089712142944
53,1295,0.7026509642601013,0.13551868498325348,1.5846842527389526,,,,
54,1319,,,,0.6875461339950562,0.7015407085418701,0.8246817588806152,0.6963661909103394
54,1319,0.7239519953727722,0.12926006317138672,1.591101050376892,,,,
55,1343,,,,0.7042413949966431,0.6930978298187256,0.8411545753479004,0.6663224101066589
55,1343,0.7164577841758728,0.1578657478094101,1.5476270914077759,,,,
56,1367,,,,0.7024410963058472,0.6888294219970703,0.846600353717804,0.6668446063995361
56,1367,0.6948227882385254,0.17897935211658478,1.607763409614563,,,,
57,1391,,,,0.7043812274932861,0.6851418614387512,0.8460695743560791,0.6715559959411621
57,1391,0.7035925984382629,0.16862612962722778,1.5986143350601196,,,,
58,1415,,,,0.7043812274932861,0.6803364157676697,0.8462589383125305,0.6603555083274841
58,1415,0.6993396878242493,0.17955809831619263,1.5794512033462524,,,,
59,1439,,,,0.7043812274932861,0.6772844791412354,0.8460695743560791,0.6579413414001465
59,1439,0.7164098620414734,0.1480688899755478,1.542953610420227,,,,
60,1463,,,,0.6942936182022095,0.673297107219696,0.8371502757072449,0.6650789380073547
60,1463,0.7001428604125977,0.14715592563152313,1.519171118736267,,,,
61,1487,,,,0.7071691751480103,0.6696712970733643,0.8460695743560791,0.6559528112411499
61,1487,0.6996252536773682,0.16730423271656036,1.529824137687683,,,,
62,1511,,,,0.7063405513763428,0.6652671098709106,0.8464943170547485,0.643316924571991
62,1511,0.7218735814094543,0.1670796424150467,1.4998258352279663,,,,
63,1535,,,,0.7063405513763428,0.6607334613800049,0.8464943170547485,0.6335442662239075
63,1535,0.7145773768424988,0.20005834102630615,1.5077568292617798,,,,
64,1559,,,,0.7091671824455261,0.6613805890083313,0.8425961136817932,0.657155454158783
64,1559,0.7132969498634338,0.16852891445159912,1.5234808921813965,,,,
65,1583,,,,0.7136384844779968,0.6576107144355774,0.8464943170547485,0.6469275951385498
65,1583,0.7055991291999817,0.15093864500522614,1.5274100303649902,,,,
66,1607,,,,0.7142830491065979,0.655427873134613,0.8464943170547485,0.6479884386062622
66,1607,0.7009968757629395,0.1600273698568344,1.4939733743667603,,,,
67,1631,,,,0.7149542570114136,0.6518582701683044,0.850639283657074,0.6425111293792725
67,1631,0.6792571544647217,0.1854848712682724,1.4768600463867188,,,,
68,1655,,,,0.7284857034683228,0.6488480567932129,0.8582497835159302,0.639490008354187
68,1655,0.6958051323890686,0.2158939689397812,1.50743567943573,,,,
69,1679,,,,0.723703920841217,0.6476891040802002,0.8547698259353638,0.6504926681518555
69,1679,0.6992233395576477,0.2021806240081787,1.4691925048828125,,,,
70,1703,,,,0.7240439653396606,0.6437808275222778,0.8544202446937561,0.6376257538795471
70,1703,0.729353666305542,0.24511849880218506,1.4680827856063843,,,,
71,1727,,,,0.741852879524231,0.6410495042800903,0.8582497835159302,0.6346771121025085
71,1727,0.7167553305625916,0.1654009371995926,1.4486727714538574,,,,
72,1751,,,,0.7534945607185364,0.6376484632492065,0.866952657699585,0.6363545656204224
72,1751,0.7273020148277283,0.18998932838439941,1.442365050315857,,,,
73,1775,,,,0.7621888518333435,0.6345587372779846,0.8828026056289673,0.6229603886604309
73,1775,0.6960079073905945,0.19807082414627075,1.479242205619812,,,,
74,1799,,,,0.779633641242981,0.6329842805862427,0.8790226578712463,0.6250903606414795
74,1799,0.7263355255126953,0.22296880185604095,1.4463286399841309,,,,
75,1823,,,,0.7797200679779053,0.6311622262001038,0.8782771825790405,0.6274094581604004
75,1823,0.7256906628608704,0.22349393367767334,1.4267040491104126,,,,
76,1847,,,,0.7778342962265015,0.6292902231216431,0.8782771825790405,0.6364994049072266
76,1847,0.7210276126861572,0.24140699207782745,1.4285255670547485,,,,
77,1871,,,,0.7754493355751038,0.6279565095901489,0.8828026056289673,0.628725528717041
77,1871,0.7107906341552734,0.20662666857242584,1.437833309173584,,,,
78,1895,,,,0.8022643327713013,0.6250990629196167,0.8747106194496155,0.6222124099731445
78,1895,0.7297182679176331,0.2781170904636383,1.4284653663635254,,,,
79,1919,,,,0.7778342962265015,0.6220872402191162,0.8828026056289673,0.6274415850639343
79,1919,0.7194759845733643,0.2327507734298706,1.3951884508132935,,,,
80,1943,,,,0.7871570587158203,0.6191721558570862,0.8790226578712463,0.6258213520050049
80,1943,0.7138708233833313,0.263530969619751,1.3805221319198608,,,,
81,1967,,,,0.7955515384674072,0.6175076961517334,0.8747106194496155,0.6251525282859802
81,1967,0.7149651050567627,0.1866697520017624,1.4233832359313965,,,,
82,1991,,,,0.8093999028205872,0.615229606628418,0.8747106194496155,0.6155655980110168
82,1991,0.7385703921318054,0.24894756078720093,1.4053224325180054,,,,
83,2015,,,,0.8093999028205872,0.612369954586029,0.8663073778152466,0.6201019287109375
83,2015,0.7242469191551208,0.23394857347011566,1.3856481313705444,,,,
84,2039,,,,0.8182916045188904,0.6094667315483093,0.8664783239364624,0.6125174760818481
84,2039,0.7295411229133606,0.26736363768577576,1.3950716257095337,,,,
85,2063,,,,0.8182916045188904,0.609624981880188,0.8664783239364624,0.6357718110084534
85,2063,0.7155831456184387,0.22303946316242218,1.395706295967102,,,,
86,2087,,,,0.8182916045188904,0.603687584400177,0.8664783239364624,0.6099843978881836
86,2087,0.7505276203155518,0.2351585477590561,1.3339729309082031,,,,
87,2111,,,,0.8093999028205872,0.6035618782043457,0.8664783239364624,0.6244117021560669
87,2111,0.7106893062591553,0.2399107664823532,1.3734456300735474,,,,
88,2135,,,,0.8182916045188904,0.60077303647995,0.8664783239364624,0.6176196336746216
88,2135,0.7296414971351624,0.2505750358104706,1.3791818618774414,,,,
89,2159,,,,0.8231279253959656,0.5983590483665466,0.8664783239364624,0.6054471135139465
89,2159,0.7268526554107666,0.21692587435245514,1.3753160238265991,,,,
90,2183,,,,0.8366686105728149,0.5957062840461731,0.8664783239364624,0.6004528403282166
90,2183,0.7248280048370361,0.2462783008813858,1.3460745811462402,,,,
91,2207,,,,0.8272258043289185,0.5940248370170593,0.8664783239364624,0.6127040982246399
91,2207,0.7397751212120056,0.25424924492836,1.3292641639709473,,,,
92,2231,,,,0.8176311254501343,0.5934493541717529,0.8664783239364624,0.6175756454467773
92,2231,0.7166292667388916,0.24248097836971283,1.3654909133911133,,,,
93,2255,,,,0.8272258043289185,0.5898314118385315,0.8664783239364624,0.6037554144859314
93,2255,0.7453656792640686,0.23440909385681152,1.344617247581482,,,,
94,2279,,,,0.831349790096283,0.5876138210296631,0.8664783239364624,0.6050925254821777
94,2279,0.733483612537384,0.23539386689662933,1.310634732246399,,,,
95,2303,,,,0.8354073166847229,0.5852963924407959,0.8664783239364624,0.6074097156524658
95,2303,0.7454047203063965,0.2744234502315521,1.3373618125915527,,,,
96,2327,,,,0.8366686105728149,0.5818489193916321,0.8635232448577881,0.5930961966514587
96,2327,0.7422860264778137,0.2690972685813904,1.3505325317382812,,,,
97,2351,,,,0.8360424637794495,0.5805643796920776,0.8635232448577881,0.5958551168441772
97,2351,0.7358107566833496,0.22287368774414062,1.3419092893600464,,,,
98,2375,,,,0.8354073166847229,0.5794840455055237,0.8556569814682007,0.6112870573997498
98,2375,0.7319464683532715,0.2962433099746704,1.318845510482788,,,,
99,2399,,,,0.8405174016952515,0.5747196674346924,0.8556569814682007,0.5802118182182312
99,2399,0.7473894953727722,0.2866876423358917,1.3107954263687134,,,,
100,2423,,,,0.8392823934555054,0.5731514692306519,0.8556569814682007,0.6045976877212524
100,2423,0.7240845561027527,0.23473934829235077,1.3160555362701416,,,,
101,2447,,,,0.856687605381012,0.5687843561172485,0.8568712472915649,0.5964900255203247
101,2447,0.7459017634391785,0.24503642320632935,1.313605785369873,,,,
102,2471,,,,0.8469308614730835,0.5662655234336853,0.8525094389915466,0.5790832042694092
102,2471,0.7177534699440002,0.29421356320381165,1.3119442462921143,,,,
103,2495,,,,0.8476476669311523,0.564692497253418,0.852805495262146,0.5908939838409424
103,2495,0.7536544799804688,0.32873407006263733,1.2808457612991333,,,,
104,2519,,,,0.8392823934555054,0.5627666711807251,0.8556569814682007,0.592130184173584
104,2519,0.7545943856239319,0.25335171818733215,1.2763506174087524,,,,
105,2543,,,,0.8476476669311523,0.5601093769073486,0.8556569814682007,0.5958861708641052
105,2543,0.7396220564842224,0.27979132533073425,1.3009324073791504,,,,
106,2567,,,,0.8564628958702087,0.557923436164856,0.8568712472915649,0.5818822979927063
106,2567,0.7574643492698669,0.3526879847049713,1.3077380657196045,,,,
107,2591,,,,0.8392823934555054,0.5568225383758545,0.8556569814682007,0.5953202843666077
107,2591,0.7366417050361633,0.2690626084804535,1.2820404767990112,,,,
108,2615,,,,0.8523825407028198,0.5553682446479797,0.852805495262146,0.5988261103630066
108,2615,0.7335417866706848,0.2817630469799042,1.2766039371490479,,,,
109,2639,,,,0.8462957143783569,0.5525690913200378,0.8662506937980652,0.5737835168838501
109,2639,0.7434037327766418,0.3316706717014313,1.277795433998108,,,,
110,2663,,,,0.8476476669311523,0.5505573749542236,0.852805495262146,0.5780313611030579
110,2663,0.7476625442504883,0.2915971577167511,1.2511440515518188,,,,
111,2687,,,,0.856687605381012,0.5493370294570923,0.852805495262146,0.5969335436820984
111,2687,0.7625332474708557,0.3148750960826874,1.2723331451416016,,,,
112,2711,,,,0.856687605381012,0.5470669865608215,0.852805495262146,0.591111421585083
112,2711,0.7405518889427185,0.3060995638370514,1.2690043449401855,,,,
113,2735,,,,0.8523825407028198,0.5448592901229858,0.852805495262146,0.5678353905677795
113,2735,0.745358407497406,0.2999766767024994,1.2711087465286255,,,,
114,2759,,,,0.8476476669311523,0.543611466884613,0.8556569814682007,0.5742819309234619
114,2759,0.743750810623169,0.3347128927707672,1.2847658395767212,,,,
115,2783,,,,0.856687605381012,0.5417588949203491,0.852805495262146,0.5714343190193176
115,2783,0.7488512992858887,0.3181058466434479,1.230080485343933,,,,
116,2807,,,,0.8469308614730835,0.5380599498748779,0.8525094389915466,0.5523151159286499
116,2807,0.7603554129600525,0.2679372727870941,1.1992322206497192,,,,
117,2831,,,,0.8523825407028198,0.5370211005210876,0.852805495262146,0.5843508243560791
117,2831,0.7648866772651672,0.31517624855041504,1.2361289262771606,,,,
118,2855,,,,0.8462957143783569,0.5343666076660156,0.8711891770362854,0.565211832523346
118,2855,0.7429277300834656,0.26477012038230896,1.228950023651123,,,,
119,2879,,,,0.8462957143783569,0.5320490598678589,0.8711891770362854,0.5545016527175903
119,2879,0.7583210468292236,0.2809203565120697,1.2172170877456665,,,,
120,2903,,,,0.8462957143783569,0.5308405756950378,0.8711891770362854,0.5848541259765625
120,2903,0.7617713809013367,0.2921702265739441,1.2199454307556152,,,,
121,2927,,,,0.8462957143783569,0.529178261756897,0.8711891770362854,0.5776734948158264
121,2927,0.751997172832489,0.31191322207450867,1.2372361421585083,,,,
122,2951,,,,0.8462957143783569,0.5279304385185242,0.8568712472915649,0.579270601272583
122,2951,0.7602242827415466,0.3684253692626953,1.2069774866104126,,,,
123,2975,,,,0.8453781604766846,0.5250023603439331,0.8711891770362854,0.5640367269515991
123,2975,0.7542052865028381,0.31532344222068787,1.2287282943725586,,,,
124,2999,,,,0.8564628958702087,0.5241492986679077,0.8568712472915649,0.5757154822349548
124,2999,0.7489823698997498,0.32538267970085144,1.2263221740722656,,,,
125,3023,,,,0.8453781604766846,0.5206809043884277,0.8711891770362854,0.561633825302124
125,3023,0.7793180346488953,0.2857705354690552,1.2112230062484741,,,,
126,3047,,,,0.8453781604766846,0.5187879204750061,0.8663017153739929,0.5679787397384644
126,3047,0.7434470057487488,0.34368646144866943,1.222922444343567,,,,
127,3071,,,,0.8453781604766846,0.5166186690330505,0.8711891770362854,0.565306544303894
127,3071,0.7585704326629639,0.4437989294528961,1.2167483568191528,,,,
128,3095,,,,0.8462957143783569,0.515216052532196,0.8568712472915649,0.5772932767868042
128,3095,0.7683520317077637,0.24773602187633514,1.187741756439209,,,,
129,3119,,,,0.8453781604766846,0.5117757320404053,0.8711891770362854,0.5526565313339233
129,3119,0.7618197798728943,0.4222061336040497,1.2137266397476196,,,,
130,3143,,,,0.8462957143783569,0.5108669400215149,0.8664816617965698,0.5644694566726685
130,3143,0.7705242037773132,0.3781348466873169,1.22291100025177,,,,
131,3167,,,,0.8519071340560913,0.5106061697006226,0.8568712472915649,0.5682162046432495
131,3167,0.7506982684135437,0.42023375630378723,1.2317684888839722,,,,
132,3191,,,,0.8453781604766846,0.5078151226043701,0.8653817176818848,0.5577602982521057
132,3191,0.7470530867576599,0.4328487813472748,1.1987186670303345,,,,
133,3215,,,,0.8564628958702087,0.5061255097389221,0.852805495262146,0.5584558248519897
133,3215,0.7496327757835388,0.33266520500183105,1.1868809461593628,,,,
134,3239,,,,0.850989580154419,0.5035349726676941,0.8568712472915649,0.5556302070617676
134,3239,0.7435690760612488,0.4051285982131958,1.165859580039978,,,,
135,3263,,,,0.8453781604766846,0.5011560320854187,0.8568712472915649,0.5574589371681213
135,3263,0.7675662040710449,0.3745931386947632,1.167332649230957,,,,
136,3287,,,,0.850989580154419,0.49932336807250977,0.8568712472915649,0.5600109696388245
136,3287,0.761207103729248,0.34970176219940186,1.1691827774047852,,,,
137,3311,,,,0.8453781604766846,0.49718210101127625,0.8732660412788391,0.5599780082702637
137,3311,0.7616992592811584,0.38534602522850037,1.169019103050232,,,,
138,3335,,,,0.8453781604766846,0.49607929587364197,0.8751776218414307,0.5613428950309753
138,3335,0.7560043334960938,0.3216509521007538,1.1838456392288208,,,,
139,3359,,,,0.8453781604766846,0.4945877492427826,0.8653817176818848,0.5482244491577148
139,3359,0.7341309189796448,0.3603644371032715,1.1854044198989868,,,,
140,3383,,,,0.8453781604766846,0.492509126663208,0.8568712472915649,0.5483418703079224
140,3383,0.7655261158943176,0.33985912799835205,1.1640310287475586,,,,
141,3407,,,,0.850989580154419,0.4910854995250702,0.8568712472915649,0.5506462454795837
141,3407,0.7517080307006836,0.30936139822006226,1.1529618501663208,,,,
142,3431,,,,0.8564628958702087,0.48956263065338135,0.852805495262146,0.5504990816116333
142,3431,0.7689542770385742,0.3651144802570343,1.1602683067321777,,,,
143,3455,,,,0.8564628958702087,0.48842892050743103,0.852805495262146,0.5467144250869751
143,3455,0.7545862793922424,0.3479890823364258,1.1893200874328613,,,,
144,3479,,,,0.8453781604766846,0.4876009225845337,0.8520578145980835,0.5803473591804504
144,3479,0.758493185043335,0.35573437809944153,1.1964191198349,,,,
145,3503,,,,0.8456013202667236,0.4857110381126404,0.8568712472915649,0.5728367567062378
145,3503,0.7521842122077942,0.35842037200927734,1.1752806901931763,,,,
146,3527,,,,0.8461006879806519,0.48251545429229736,0.8711891770362854,0.5461287498474121
146,3527,0.7587084770202637,0.3579190969467163,1.1379956007003784,,,,
147,3551,,,,0.8461520671844482,0.4798048138618469,0.8711891770362854,0.5535295605659485
147,3551,0.7900636792182922,0.29271742701530457,1.1187771558761597,,,,
148,3575,,,,0.8461520671844482,0.4775797426700592,0.8711891770362854,0.5411940217018127
148,3575,0.7635220885276794,0.37666597962379456,1.143377423286438,,,,
149,3599,,,,0.8562144637107849,0.4790385067462921,0.852805495262146,0.5636333227157593
149,3599,0.776924192905426,0.33064141869544983,1.1415315866470337,,,,
150,3623,,,,0.8468149900436401,0.47620266675949097,0.8732150197029114,0.5563410520553589
150,3623,0.7579495906829834,0.38624677062034607,1.1519407033920288,,,,
151,3647,,,,0.8468149900436401,0.47332239151000977,0.8751776218414307,0.5408408045768738
151,3647,0.7655735611915588,0.41516733169555664,1.140093445777893,,,,
152,3671,,,,0.8468149900436401,0.47156476974487305,0.8568712472915649,0.5486800670623779
152,3671,0.7701568007469177,0.4406224191188812,1.135351300239563,,,,
153,3695,,,,0.8523992300033569,0.47088631987571716,0.852805495262146,0.5361144542694092
153,3695,0.7628235220909119,0.3120005130767822,1.1345502138137817,,,,
154,3719,,,,0.8468149900436401,0.4677272140979767,0.877622127532959,0.5373982787132263
154,3719,0.7780025601387024,0.36365482211112976,1.1103702783584595,,,,
155,3743,,,,0.8523992300033569,0.4668249189853668,0.852805495262146,0.534980833530426
155,3743,0.7714681029319763,0.37786468863487244,1.1114284992218018,,,,
156,3767,,,,0.8523992300033569,0.4649565517902374,0.852805495262146,0.5545720458030701
156,3767,0.7711288928985596,0.3147777020931244,1.11519455909729,,,,
157,3791,,,,0.8510982394218445,0.4617132842540741,0.8712561130523682,0.5258996486663818
157,3791,0.7772393822669983,0.37042006850242615,1.1072958707809448,,,,
158,3815,,,,0.8468149900436401,0.4592858850955963,0.8751776218414307,0.5512977838516235
158,3815,0.7874447703361511,0.36856019496917725,1.084549903869629,,,,
159,3839,,,,0.8566469550132751,0.4583035111427307,0.8529914617538452,0.5311092138290405
159,3839,0.7598745226860046,0.39298903942108154,1.0978020429611206,,,,
160,3863,,,,0.8613021373748779,0.45885464549064636,0.8529914617538452,0.5461207628250122
160,3863,0.7496853470802307,0.4201716482639313,1.1314480304718018,,,,
161,3887,,,,0.8588125109672546,0.4545413851737976,0.8538898825645447,0.5292803049087524
161,3887,0.7848967909812927,0.3704834282398224,1.1077611446380615,,,,
162,3911,,,,0.8588125109672546,0.4536738693714142,0.8538898825645447,0.5247935056686401
162,3911,0.7797091007232666,0.3748246133327484,1.0972651243209839,,,,
163,3935,,,,0.853263795375824,0.4508749842643738,0.849274754524231,0.5531178712844849
163,3935,0.7760353088378906,0.539064347743988,1.1041165590286255,,,,
164,3959,,,,0.8550563454627991,0.4490397274494171,0.8718088865280151,0.5362144708633423
164,3959,0.7889279723167419,0.3925994336605072,1.0545181035995483,,,,
165,3983,,,,0.8606049418449402,0.4483424425125122,0.8538898825645447,0.5382715463638306
165,3983,0.7735318541526794,0.43578267097473145,1.1204980611801147,,,,
166,4007,,,,0.8606049418449402,0.4478342831134796,0.8434607982635498,0.558055579662323
166,4007,0.7868756651878357,0.3739849627017975,1.0954009294509888,,,,
167,4031,,,,0.8606049418449402,0.4456234276294708,0.8538898825645447,0.5310603976249695
167,4031,0.7772365212440491,0.400176078081131,1.0698775053024292,,,,
