epoch,step,train_acc,train_diss_loss,train_total_loss,val_src_acc,val_src_class_loss,val_tgt_acc,val_tgt_class_loss
0,23,,,,0.37962037324905396,1.3883379697799683,0.3429647386074066,1.393768072128296
0,23,0.36908307671546936,0.03085789829492569,2.751654863357544,,,,
1,47,,,,0.37962037324905396,1.3835679292678833,0.3429647386074066,1.3856476545333862
1,47,0.36852338910102844,0.027206281200051308,2.7429630756378174,,,,
2,71,,,,0.37962037324905396,1.3799762725830078,0.3429647386074066,1.37929368019104
2,71,0.35315001010894775,0.024909278377890587,2.73824405670166,,,,
3,95,,,,0.37962037324905396,1.3767279386520386,0.3429647386074066,1.3733298778533936
3,95,0.34108495712280273,0.024067476391792297,2.727940559387207,,,,
4,119,,,,0.37962037324905396,1.3737841844558716,0.3429647386074066,1.3683079481124878
4,119,0.3329433500766754,0.024052822962403297,2.724334716796875,,,,
5,143,,,,0.37962037324905396,1.3713481426239014,0.3429647386074066,1.3641337156295776
5,143,0.36285367608070374,0.024238916113972664,2.715263605117798,,,,
6,167,,,,0.39900636672973633,1.3682758808135986,0.6920115351676941,1.359488606452942
6,167,0.34289297461509705,0.024718569591641426,2.7130165100097656,,,,
7,191,,,,0.7598237991333008,1.3650627136230469,0.743972897529602,1.355201244354248
7,191,0.42245373129844666,0.025806622579693794,2.7065012454986572,,,,
8,215,,,,0.5908297896385193,1.361289381980896,0.691645622253418,1.3493471145629883
8,215,0.4420206546783447,0.02555008977651596,2.6979920864105225,,,,
9,239,,,,0.5712793469429016,1.3564751148223877,0.7021353840827942,1.3420424461364746
9,239,0.5042088031768799,0.027312755584716797,2.68117356300354,,,,
10,263,,,,0.5683322548866272,1.3511962890625,0.7002163529396057,1.3354706764221191
10,263,0.5040915608406067,0.027883822098374367,2.676989793777466,,,,
11,287,,,,0.5630164742469788,1.3445212841033936,0.6930633187294006,1.3279634714126587
11,287,0.5367346405982971,0.02925323136150837,2.660576343536377,,,,
12,311,,,,0.5645496249198914,1.3364957571029663,0.6938566565513611,1.3186980485916138
12,311,0.5867388248443604,0.03000427968800068,2.6462249755859375,,,,
13,335,,,,0.5622700452804565,1.3249289989471436,0.6905402541160583,1.3050692081451416
13,335,0.568236768245697,0.030542371794581413,2.636873722076416,,,,
14,359,,,,0.5605297684669495,1.3095030784606934,0.6880863904953003,1.2860337495803833
14,359,0.5807021260261536,0.03444553539156914,2.6045212745666504,,,,
15,383,,,,0.5658792853355408,1.2889602184295654,0.6902815699577332,1.2621604204177856
15,383,0.6171324849128723,0.037112489342689514,2.5656068325042725,,,,
16,407,,,,0.5632032155990601,1.2637172937393188,0.6903326511383057,1.2304484844207764
16,407,0.6050358414649963,0.042082201689481735,2.519843816757202,,,,
17,431,,,,0.572228193283081,1.2369747161865234,0.6897338032722473,1.2016637325286865
17,431,0.6121727824211121,0.04610012471675873,2.4688196182250977,,,,
18,455,,,,0.5749672651290894,1.202209711074829,0.6917456984519958,1.1612486839294434
18,455,0.6202560067176819,0.05002449080348015,2.408306360244751,,,,
19,479,,,,0.6058435440063477,1.1657757759094238,0.6876546144485474,1.119521975517273
19,479,0.6300366520881653,0.05479550361633301,2.3520939350128174,,,,
20,503,,,,0.6608054637908936,1.1289222240447998,0.7202613949775696,1.085192322731018
20,503,0.6384425759315491,0.06089271232485771,2.2847602367401123,,,,
21,527,,,,0.6649179458618164,1.0840483903884888,0.7269770503044128,1.038123369216919
21,527,0.6730096340179443,0.06122971698641777,2.1839663982391357,,,,
22,551,,,,0.6849385499954224,1.039914608001709,0.7702441215515137,0.9931992292404175
22,551,0.6725677847862244,0.06765621900558472,2.1354219913482666,,,,
23,575,,,,0.7006560564041138,0.9945206046104431,0.7943434119224548,0.9465437531471252
23,575,0.6757586598396301,0.07093370705842972,2.0365407466888428,,,,
24,599,,,,0.7562340497970581,0.9521176815032959,0.807263970375061,0.9005976915359497
24,599,0.6855081915855408,0.07252518087625504,1.982331395149231,,,,
25,623,,,,0.7939715385437012,0.9134589433670044,0.8212504386901855,0.8639682531356812
25,623,0.6850641369819641,0.07535407692193985,1.9176331758499146,,,,
26,647,,,,0.7712379693984985,0.8805855512619019,0.8653386235237122,0.8357035517692566
26,647,0.6958330273628235,0.08063299208879471,1.8567066192626953,,,,
27,671,,,,0.768569827079773,0.8452828526496887,0.8536612391471863,0.7847913503646851
27,671,0.7202243804931641,0.08264210820198059,1.799576759338379,,,,
28,695,,,,0.756718635559082,0.820838451385498,0.8653210997581482,0.7685282826423645
28,695,0.7034829258918762,0.07719393074512482,1.7717280387878418,,,,
29,719,,,,0.7369429469108582,0.7998700141906738,0.8477795720100403,0.7572812438011169
29,719,0.7232328057289124,0.08146018534898758,1.7055195569992065,,,,
30,743,,,,0.756718635559082,0.7835806012153625,0.8695528507232666,0.7164067625999451
30,743,0.7161283493041992,0.0803774744272232,1.6775883436203003,,,,
31,767,,,,0.7375567555427551,0.7629839181900024,0.8559223413467407,0.7087671756744385
31,767,0.7135161757469177,0.08007857948541641,1.6813721656799316,,,,
32,791,,,,0.7382078170776367,0.7470585703849792,0.8589057922363281,0.6882695555686951
32,791,0.7202799320220947,0.08193887025117874,1.6220053434371948,,,,
33,815,,,,0.7411487102508545,0.7359723448753357,0.8537824153900146,0.6878815293312073
33,815,0.7409989237785339,0.08259949833154678,1.5948745012283325,,,,
34,839,,,,0.7411487102508545,0.7246399521827698,0.8543806076049805,0.6720138192176819
34,839,0.7099161148071289,0.08153670281171799,1.6449791193008423,,,,
35,863,,,,0.7430688738822937,0.7142173051834106,0.8621612787246704,0.6548354029655457
35,863,0.7149631381034851,0.0824684426188469,1.5799518823623657,,,,
36,887,,,,0.7621544599533081,0.7074331641197205,0.8738226890563965,0.651149332523346
36,887,0.7200867533683777,0.08057645708322525,1.569057822227478,,,,
37,911,,,,0.7692859172821045,0.7006995677947998,0.8780544996261597,0.6429154872894287
37,911,0.7427552342414856,0.08129794895648956,1.5097624063491821,,,,
38,935,,,,0.7796565294265747,0.6972668766975403,0.8768031001091003,0.6482682228088379
38,935,0.703484058380127,0.0785653367638588,1.562390923500061,,,,
39,959,,,,0.7727764248847961,0.6889307498931885,0.8728857636451721,0.6515384316444397
39,959,0.7256302833557129,0.07895752042531967,1.5434852838516235,,,,
40,983,,,,0.7916491031646729,0.6822636127471924,0.884843647480011,0.6344797611236572
40,983,0.713273823261261,0.08180347830057144,1.5334395170211792,,,,
41,1007,,,,0.7916491031646729,0.677852213382721,0.8852208852767944,0.640760064125061
41,1007,0.7285476326942444,0.0813630148768425,1.5066066980361938,,,,
42,1031,,,,0.7519654631614685,0.6748485565185547,0.8597768545150757,0.6542361974716187
42,1031,0.7211718559265137,0.07713983207941055,1.4681382179260254,,,,
43,1055,,,,0.8127691745758057,0.6667590141296387,0.8891342282295227,0.6229969263076782
43,1055,0.731812059879303,0.07869482785463333,1.4593015909194946,,,,
44,1079,,,,0.816349983215332,0.6597434282302856,0.8932756185531616,0.618045449256897
44,1079,0.7387163043022156,0.07864654809236526,1.4451833963394165,,,,
45,1103,,,,0.816659688949585,0.6550954580307007,0.8931213021278381,0.6276494264602661
45,1103,0.7549669146537781,0.07681744545698166,1.422714352607727,,,,
46,1127,,,,0.816349983215332,0.6489802598953247,0.8932007551193237,0.6101689338684082
46,1127,0.7470192313194275,0.07814859598875046,1.4447983503341675,,,,
47,1151,,,,0.8168830871582031,0.6451067924499512,0.8932007551193237,0.6102716326713562
47,1151,0.7376062273979187,0.0808599516749382,1.461658000946045,,,,
48,1175,,,,0.815506100654602,0.642168402671814,0.8920638561248779,0.6248300075531006
48,1175,0.7535684108734131,0.07773550599813461,1.4031058549880981,,,,
49,1199,,,,0.8207727670669556,0.6351926326751709,0.8920638561248779,0.6150421500205994
49,1199,0.7243266105651855,0.07912851125001907,1.4341577291488647,,,,
50,1223,,,,0.816110372543335,0.6312789916992188,0.8920638561248779,0.6237640976905823
50,1223,0.7471485137939453,0.0759563222527504,1.3655668497085571,,,,
51,1247,,,,0.8202605247497559,0.6237406730651855,0.8920638561248779,0.6081876754760742
51,1247,0.743554413318634,0.08081986755132675,1.3786044120788574,,,,
52,1271,,,,0.8583059310913086,0.6189737915992737,0.8629695177078247,0.5960056185722351
52,1271,0.7393553853034973,0.07347521185874939,1.407427430152893,,,,
53,1295,,,,0.8449032306671143,0.6159136295318604,0.8653488755226135,0.604162335395813
53,1295,0.7506185173988342,0.07666368037462234,1.3452388048171997,,,,
54,1319,,,,0.8530744314193726,0.6116909384727478,0.8619120121002197,0.5998727083206177
54,1319,0.7617961764335632,0.07588963210582733,1.330483078956604,,,,
55,1343,,,,0.8530744314193726,0.6075111031532288,0.8619120121002197,0.5930786728858948
55,1343,0.7511031627655029,0.07856938987970352,1.3411060571670532,,,,
56,1367,,,,0.8599512577056885,0.6040736436843872,0.8572368621826172,0.5948265194892883
56,1367,0.74998539686203,0.07833954691886902,1.3413962125778198,,,,
57,1391,,,,0.8458296060562134,0.6024929881095886,0.8653488755226135,0.6038432717323303
57,1391,0.7403330206871033,0.07647712528705597,1.3388580083847046,,,,
58,1415,,,,0.8619125485420227,0.5983381867408752,0.8572368621826172,0.6016038656234741
58,1415,0.7512661814689636,0.07689844816923141,1.3258814811706543,,,,
59,1439,,,,0.8495924472808838,0.5926393270492554,0.8619120121002197,0.5964677929878235
59,1439,0.7540987133979797,0.07670609652996063,1.3089230060577393,,,,
60,1463,,,,0.8518303632736206,0.588522732257843,0.8619120121002197,0.591858983039856
60,1463,0.7527382969856262,0.0764736607670784,1.2900725603103638,,,,
61,1487,,,,0.8321472406387329,0.5867573022842407,0.876815140247345,0.597740113735199
61,1487,0.7444998621940613,0.0723845437169075,1.3462342023849487,,,,
62,1511,,,,0.8469011783599854,0.5790550112724304,0.8653488755226135,0.5873370170593262
62,1511,0.7552756667137146,0.0765124037861824,1.3094485998153687,,,,
63,1535,,,,0.8679127097129822,0.5725867748260498,0.8544769883155823,0.5798710584640503
63,1535,0.7309691905975342,0.07657818496227264,1.3069099187850952,,,,
64,1559,,,,0.865550696849823,0.5685352087020874,0.8544769883155823,0.5818830728530884
64,1559,0.7789040207862854,0.07828565686941147,1.2791907787322998,,,,
65,1583,,,,0.8714510798454285,0.5656260848045349,0.8544769883155823,0.5763735771179199
65,1583,0.7614121437072754,0.07749295979738235,1.2276145219802856,,,,
66,1607,,,,0.8642152547836304,0.5646864771842957,0.8544769883155823,0.5848105549812317
66,1607,0.7639789581298828,0.07557278871536255,1.251996636390686,,,,
67,1631,,,,0.8642152547836304,0.5584714412689209,0.8544769883155823,0.580551028251648
67,1631,0.7569809556007385,0.07551300525665283,1.260530948638916,,,,
68,1655,,,,0.8702273368835449,0.5531157851219177,0.8544769883155823,0.5753877758979797
68,1655,0.7675938606262207,0.07812085002660751,1.2348127365112305,,,,
69,1679,,,,0.873458981513977,0.5512701272964478,0.8544769883155823,0.5803939700126648
69,1679,0.7581940293312073,0.07499387115240097,1.2373629808425903,,,,
70,1703,,,,0.8667594194412231,0.5486543774604797,0.8542354702949524,0.5818223357200623
70,1703,0.7637715339660645,0.07833897322416306,1.2179628610610962,,,,
71,1727,,,,0.8701871633529663,0.5423424243927002,0.8544769883155823,0.571666955947876
71,1727,0.7532270550727844,0.08009506016969681,1.2561708688735962,,,,
72,1751,,,,0.8729251623153687,0.5397316813468933,0.8542354702949524,0.5748506188392639
72,1751,0.7692534327507019,0.07971736043691635,1.1872185468673706,,,,
73,1775,,,,0.8589536547660828,0.5350080728530884,0.8542354702949524,0.5648356676101685
73,1775,0.7587139010429382,0.08086328953504562,1.207182765007019,,,,
74,1799,,,,0.8734953999519348,0.5333962440490723,0.8558185696601868,0.5814932584762573
74,1799,0.7668261528015137,0.07658126950263977,1.2153533697128296,,,,
75,1823,,,,0.8749678730964661,0.5266293883323669,0.8558185696601868,0.5764906406402588
75,1823,0.7798578143119812,0.07914099842309952,1.1829266548156738,,,,
76,1847,,,,0.8861528038978577,0.5159682631492615,0.8542354702949524,0.5507211089134216
76,1847,0.7785680294036865,0.07592900842428207,1.2020183801651,,,,
77,1871,,,,0.8833088874816895,0.5126214027404785,0.8542354702949524,0.5520272850990295
77,1871,0.7741999626159668,0.08173498511314392,1.1552008390426636,,,,
78,1895,,,,0.8872961401939392,0.5104549527168274,0.8558185696601868,0.5668448805809021
78,1895,0.7814013957977295,0.07785085588693619,1.1504851579666138,,,,
79,1919,,,,0.880042314529419,0.502815306186676,0.8565288186073303,0.552326500415802
79,1919,0.8023056387901306,0.07963749021291733,1.1120463609695435,,,,
80,1943,,,,0.8892377018928528,0.49756768345832825,0.8565288186073303,0.5471278429031372
80,1943,0.7910337448120117,0.08103371411561966,1.111531138420105,,,,
81,1967,,,,0.8910011649131775,0.4928106963634491,0.8565288186073303,0.5480630397796631
81,1967,0.7688354849815369,0.08210983127355576,1.1256827116012573,,,,
82,1991,,,,0.8968591690063477,0.49003973603248596,0.8565288186073303,0.5544087290763855
82,1991,0.789053738117218,0.07751373946666718,1.1146477460861206,,,,
83,2015,,,,0.8915351629257202,0.48224076628685,0.8620871305465698,0.5396749973297119
83,2015,0.774982750415802,0.08020994067192078,1.1202778816223145,,,,
84,2039,,,,0.8858782052993774,0.4838062524795532,0.8558185696601868,0.5702527761459351
84,2039,0.8040859699249268,0.08184551447629929,1.0877009630203247,,,,
85,2063,,,,0.8953844904899597,0.47612228989601135,0.8565288186073303,0.5481905937194824
85,2063,0.7917473912239075,0.08048871904611588,1.0677639245986938,,,,
86,2087,,,,0.8991265296936035,0.4689817726612091,0.8565288186073303,0.5503798127174377
86,2087,0.7969381809234619,0.07790946215391159,1.0913442373275757,,,,
87,2111,,,,0.9033696055412292,0.46477359533309937,0.8656551241874695,0.5339261889457703
87,2111,0.8019453883171082,0.08229542523622513,1.0617566108703613,,,,
88,2135,,,,0.8936234712600708,0.4645540118217468,0.8565288186073303,0.5575629472732544
88,2135,0.7936576008796692,0.08451656252145767,1.0744904279708862,,,,
89,2159,,,,0.9042063355445862,0.4540266990661621,0.8594829440116882,0.5344482660293579
89,2159,0.809119462966919,0.07905534654855728,1.0507968664169312,,,,
90,2183,,,,0.9020878672599792,0.45359912514686584,0.8558185696601868,0.555224597454071
90,2183,0.7957117557525635,0.08352240175008774,1.0387221574783325,,,,
91,2207,,,,0.9042063355445862,0.44750362634658813,0.8594829440116882,0.5415740013122559
91,2207,0.7888004779815674,0.0828205868601799,1.0602885484695435,,,,
92,2231,,,,0.9178595542907715,0.4390797019004822,0.8695741295814514,0.5286261439323425
92,2231,0.8023493885993958,0.08563289791345596,1.0211368799209595,,,,
93,2255,,,,0.9178595542907715,0.4321841299533844,0.8695741295814514,0.5269140005111694
93,2255,0.7843503952026367,0.08363334089517593,1.0472043752670288,,,,
94,2279,,,,0.9215648770332336,0.42597290873527527,0.8656551241874695,0.5315886735916138
94,2279,0.8026373386383057,0.08505114167928696,1.014706015586853,,,,
95,2303,,,,0.9213399291038513,0.4251939058303833,0.8733105659484863,0.5294523239135742
95,2303,0.8234594464302063,0.08412183076143265,0.9864802360534668,,,,
96,2327,,,,0.9178595542907715,0.42085376381874084,0.8695741295814514,0.5205983519554138
96,2327,0.8284473419189453,0.0776796042919159,0.988140881061554,,,,
97,2351,,,,0.9120479822158813,0.42320120334625244,0.8565288186073303,0.5463137626647949
97,2351,0.8170010447502136,0.08498609066009521,0.9800877571105957,,,,
98,2375,,,,0.9250898361206055,0.41320285201072693,0.8701601028442383,0.5146849155426025
98,2375,0.8089003562927246,0.08807577937841415,0.9523522257804871,,,,
99,2399,,,,0.9120479822158813,0.4115763306617737,0.8594829440116882,0.5405312180519104
99,2399,0.8167731165885925,0.08315183967351913,1.002045750617981,,,,
100,2423,,,,0.9268114566802979,0.40067875385284424,0.8701601028442383,0.5231088995933533
100,2423,0.8070889115333557,0.08443746715784073,1.0001792907714844,,,,
101,2447,,,,0.9286355972290039,0.39904364943504333,0.8701601028442383,0.5119767189025879
101,2447,0.8206489086151123,0.087131567299366,0.9420821666717529,,,,
102,2471,,,,0.9301340579986572,0.3956126868724823,0.8695741295814514,0.5309689044952393
102,2471,0.8141966462135315,0.08425009250640869,0.993708610534668,,,,
103,2495,,,,0.9286925196647644,0.38989412784576416,0.877528727054596,0.5092700123786926
103,2495,0.8454461693763733,0.08470536023378372,0.9424400329589844,,,,
104,2519,,,,0.9303933382034302,0.38979488611221313,0.877528727054596,0.5182051658630371
104,2519,0.8325945734977722,0.08691906929016113,0.9207517504692078,,,,
105,2543,,,,0.9303933382034302,0.3861927390098572,0.877528727054596,0.5083478093147278
105,2543,0.816091001033783,0.08661986142396927,0.9563879370689392,,,,
106,2567,,,,0.9336589574813843,0.3831644058227539,0.8701601028442383,0.5320039391517639
106,2567,0.8272531628608704,0.08730563521385193,0.9003958702087402,,,,
107,2591,,,,0.9336589574813843,0.3810272812843323,0.8701601028442383,0.5084306001663208
107,2591,0.8122020363807678,0.08918765187263489,0.9354574680328369,,,,
108,2615,,,,0.9337159395217896,0.3748280107975006,0.8780572414398193,0.5036444664001465
108,2615,0.8337709307670593,0.08572153002023697,0.920997142791748,,,,
109,2639,,,,0.9303933382034302,0.36911308765411377,0.8780572414398193,0.4974784851074219
109,2639,0.818915843963623,0.08982938528060913,0.9212064146995544,,,,
110,2663,,,,0.9336589574813843,0.36796268820762634,0.8701601028442383,0.51146000623703
110,2663,0.8357200026512146,0.08434291929006577,0.8715464472770691,,,,
111,2687,,,,0.9374657869338989,0.3608759045600891,0.877528727054596,0.5031715631484985
111,2687,0.8394570350646973,0.08568736165761948,0.9365759491920471,,,,
112,2711,,,,0.9337159395217896,0.35563790798187256,0.8780572414398193,0.4952661097049713
112,2711,0.8361790180206299,0.09229707717895508,0.8589850068092346,,,,
113,2735,,,,0.9337159395217896,0.35054516792297363,0.8780572414398193,0.49473148584365845
113,2735,0.829451322555542,0.08960496634244919,0.8942208886146545,,,,
114,2759,,,,0.9374657869338989,0.34806305170059204,0.877528727054596,0.4967094361782074
114,2759,0.8174744248390198,0.08814770728349686,0.9071276783943176,,,,
115,2783,,,,0.9374657869338989,0.342285692691803,0.8780572414398193,0.50506991147995
115,2783,0.8275067806243896,0.08560469001531601,0.8640404343605042,,,,
116,2807,,,,0.9374657869338989,0.3400302231311798,0.8780572414398193,0.4939256012439728
116,2807,0.837768018245697,0.087740458548069,0.8533771634101868,,,,
117,2831,,,,0.9374657869338989,0.3400360643863678,0.877528727054596,0.4932306706905365
117,2831,0.8239526748657227,0.08360022306442261,0.8799753785133362,,,,
118,2855,,,,0.9416295289993286,0.335392028093338,0.8807915449142456,0.4853861331939697
118,2855,0.834224283695221,0.09234233945608139,0.8664030432701111,,,,
119,2879,,,,0.9374657869338989,0.3332133889198303,0.8733105659484863,0.498588502407074
119,2879,0.8359418511390686,0.0884883925318718,0.8352493643760681,,,,
120,2903,,,,0.9374657869338989,0.3287768065929413,0.8780572414398193,0.47857946157455444
120,2903,0.8366287350654602,0.08378670364618301,0.8460209369659424,,,,
121,2927,,,,0.9453794360160828,0.32507988810539246,0.8780572414398193,0.4836377501487732
121,2927,0.8499898314476013,0.0852726623415947,0.8115119934082031,,,,
122,2951,,,,0.9416295289993286,0.3201023042201996,0.8807915449142456,0.4774115979671478
122,2951,0.862061083316803,0.08665493130683899,0.8125695586204529,,,,
123,2975,,,,0.9445141553878784,0.31695953011512756,0.8833957314491272,0.47405460476875305
123,2975,0.8543620109558105,0.08208758383989334,0.8236439228057861,,,,
124,2999,,,,0.9520156383514404,0.3136741816997528,0.887061595916748,0.4810411334037781
124,2999,0.8415496945381165,0.07871754467487335,0.8249595165252686,,,,
125,3023,,,,0.9520156383514404,0.3093538284301758,0.8882960081100464,0.47541746497154236
125,3023,0.8500544428825378,0.08592315763235092,0.7850632667541504,,,,
126,3047,,,,0.9520156383514404,0.3036452531814575,0.8882960081100464,0.47615161538124084
126,3047,0.844487190246582,0.08138798177242279,0.8188745379447937,,,,
127,3071,,,,0.9483577013015747,0.301007479429245,0.887061595916748,0.47419655323028564
127,3071,0.8600120544433594,0.08480658382177353,0.7951173186302185,,,,
128,3095,,,,0.9416295289993286,0.3005014955997467,0.8915988802909851,0.4715646803379059
128,3095,0.8507468700408936,0.08560222387313843,0.8026435971260071,,,,
129,3119,,,,0.9520156383514404,0.29583823680877686,0.8882960081100464,0.46969783306121826
129,3119,0.8598020672798157,0.08466929197311401,0.7935156226158142,,,,
130,3143,,,,0.9483577013015747,0.29242682456970215,0.8882960081100464,0.47568291425704956
130,3143,0.8606579303741455,0.09072745591402054,0.7691807150840759,,,,
131,3167,,,,0.9453794360160828,0.29083380103111267,0.8853288292884827,0.47536513209342957
131,3167,0.8678424954414368,0.08479630947113037,0.7649812698364258,,,,
132,3191,,,,0.9453794360160828,0.2898186147212982,0.8915988802909851,0.46637287735939026
132,3191,0.8435998558998108,0.08353164047002792,0.7837948799133301,,,,
133,3215,,,,0.9520156383514404,0.285147100687027,0.8918302059173584,0.46912217140197754
133,3215,0.8636748790740967,0.08330922573804855,0.7854070067405701,,,,
134,3239,,,,0.9453794360160828,0.28628894686698914,0.887061595916748,0.4679954946041107
134,3239,0.8585026860237122,0.08864817023277283,0.7480593323707581,,,,
135,3263,,,,0.9557654857635498,0.28334105014801025,0.8918302059173584,0.4639030694961548
135,3263,0.8650588393211365,0.07917692512273788,0.7128753066062927,,,,
136,3287,,,,0.9521076679229736,0.27650272846221924,0.8918302059173584,0.46818044781684875
136,3287,0.8428914546966553,0.0813184306025505,0.8030242919921875,,,,
137,3311,,,,0.9557654857635498,0.2709944248199463,0.8918302059173584,0.46769776940345764
137,3311,0.8625901341438293,0.08751806616783142,0.7392399311065674,,,,
138,3335,,,,0.9453794360160828,0.27053385972976685,0.8963675498962402,0.46710172295570374
138,3335,0.8612675070762634,0.07812844216823578,0.7228456139564514,,,,
139,3359,,,,0.9521076679229736,0.26809102296829224,0.8918302059173584,0.46948131918907166
139,3359,0.853040874004364,0.08828575164079666,0.7468684315681458,,,,
140,3383,,,,0.9520156383514404,0.26532888412475586,0.8934328556060791,0.464064359664917
140,3383,0.8668127059936523,0.08304773271083832,0.7212605476379395,,,,
141,3407,,,,0.9521076679229736,0.2636083662509918,0.8918302059173584,0.4705561101436615
141,3407,0.8745952248573303,0.08343029767274857,0.7458407282829285,,,,
142,3431,,,,0.9520156383514404,0.2608519494533539,0.8971344828605652,0.4620676040649414
142,3431,0.8731611371040344,0.08202775567770004,0.728536069393158,,,,
143,3455,,,,0.9557654857635498,0.256176233291626,0.8934328556060791,0.4614524245262146
143,3455,0.8609304428100586,0.08215204626321793,0.7703996300697327,,,,
144,3479,,,,0.9557654857635498,0.253005713224411,0.8934328556060791,0.46049928665161133
144,3479,0.8831028342247009,0.08210492879152298,0.6699297428131104,,,,
145,3503,,,,0.9520156383514404,0.2508503496646881,0.8971344828605652,0.4598901867866516
145,3503,0.8868725895881653,0.07977491617202759,0.6628169417381287,,,,
146,3527,,,,0.9520156383514404,0.2512630522251129,0.8971344828605652,0.46174028515815735
146,3527,0.8722789287567139,0.07594867795705795,0.7238609790802002,,,,
147,3551,,,,0.9520156383514404,0.24824227392673492,0.8971344828605652,0.45833978056907654
147,3551,0.8547421097755432,0.07988018542528152,0.7680270671844482,,,,
148,3575,,,,0.9520156383514404,0.2453315109014511,0.8971344828605652,0.46005022525787354
148,3575,0.858027994632721,0.083830326795578,0.7024831771850586,,,,
149,3599,,,,0.9557654857635498,0.2447868138551712,0.8971344828605652,0.45675036311149597
149,3599,0.8510249257087708,0.07784298807382584,0.7264916300773621,,,,
150,3623,,,,0.9557654857635498,0.24316638708114624,0.8971344828605652,0.45696842670440674
150,3623,0.8797984719276428,0.07447580993175507,0.7014546394348145,,,,
151,3647,,,,0.9557654857635498,0.2434646636247635,0.8971344828605652,0.4582187235355377
151,3647,0.8675152659416199,0.07730341702699661,0.701228141784668,,,,
152,3671,,,,0.9557654857635498,0.2389029860496521,0.8971344828605652,0.4535858631134033
152,3671,0.8807784914970398,0.07644158601760864,0.6863012313842773,,,,
153,3695,,,,0.9557654857635498,0.23622901737689972,0.9016717672348022,0.45152875781059265
153,3695,0.8748080134391785,0.07990166544914246,0.673372209072113,,,,
154,3719,,,,0.9557654857635498,0.23336228728294373,0.8971344828605652,0.4520854949951172
154,3719,0.8958813548088074,0.08122735470533371,0.6355685591697693,,,,
155,3743,,,,0.9557654857635498,0.23040220141410828,0.8971344828605652,0.4542084336280823
155,3743,0.8695825934410095,0.08150150626897812,0.7044869065284729,,,,
156,3767,,,,0.9557654857635498,0.22617842257022858,0.8971344828605652,0.45524269342422485
156,3767,0.8924996256828308,0.08023571223020554,0.6473419070243835,,,,
157,3791,,,,0.9557654857635498,0.22636350989341736,0.8971344828605652,0.4575901925563812
157,3791,0.8947409987449646,0.08524329215288162,0.6701716780662537,,,,
158,3815,,,,0.9557654857635498,0.2280968874692917,0.9016717672348022,0.45028921961784363
158,3815,0.8682591915130615,0.07594693452119827,0.6791300177574158,,,,
159,3839,,,,0.9557654857635498,0.22583648562431335,0.8954485654830933,0.4597797989845276
159,3839,0.8822465538978577,0.07945749163627625,0.6455528736114502,,,,
160,3863,,,,0.9557654857635498,0.22229669988155365,0.8996084332466125,0.4560413360595703
160,3863,0.885809600353241,0.0764612928032875,0.640929639339447,,,,
161,3887,,,,0.9557654857635498,0.22442170977592468,0.9016717672348022,0.4509468376636505
161,3887,0.8935977816581726,0.07851506024599075,0.643253743648529,,,,
162,3911,,,,0.9557654857635498,0.22000695765018463,0.8996084332466125,0.46086251735687256
162,3911,0.8706693053245544,0.0772663950920105,0.6629553437232971,,,,
163,3935,,,,0.9557654857635498,0.2218373715877533,0.9016717672348022,0.4464051127433777
163,3935,0.8918377757072449,0.07165616005659103,0.6007250547409058,,,,
164,3959,,,,0.9557654857635498,0.2164388746023178,0.8971344828605652,0.4578702747821808
164,3959,0.8863468766212463,0.0816248431801796,0.6628870368003845,,,,
165,3983,,,,0.9557654857635498,0.21531610190868378,0.8971344828605652,0.4517205059528351
165,3983,0.8895369172096252,0.07514599710702896,0.655376672744751,,,,
166,4007,,,,0.9557654857635498,0.21367795765399933,0.8971344828605652,0.45097506046295166
166,4007,0.8865218758583069,0.07335571199655533,0.6453309655189514,,,,
167,4031,,,,0.9557654857635498,0.20965085923671722,0.8971344828605652,0.45002076029777527
167,4031,0.8756769299507141,0.07935725152492523,0.6337661147117615,,,,
168,4055,,,,0.9557654857635498,0.21148477494716644,0.9016717672348022,0.4450775384902954
168,4055,0.8954775333404541,0.0751890018582344,0.5979330539703369,,,,
